curriculum_record_id,country,curriculum_name,curriculum_version,academic_year,education_level,phase,grade,subject,subject_variant,element_code,element_name,learning_outcome_code,learning_outcome_text,learning_objective_code,learning_objective_text,topic_code,topic_name,topic_description,prerequisites,suggested_sequence,assessment_type,source_resource_id,source_document_title,source_page_start,source_page_end,official_source_url,effective_from,effective_until,verification_status,license_category,extraction_confidence,review_notes
CPM-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Agama Khonghucu dan,,,,CP-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut: 2.1. Sejarah Suci Memahami tentang watak sejati ( xìng 性 ) menurut pendapat Mèngzĭ ( 孟 子 ), sikap teladan dari murid-murid Nabi Kŏngzĭ ( 孔 子 ), riwayat Nabi Kŏngzĭ ( 孔 子 ) sebagai genta rohani Tiān ( 天 ) (Tiān Zhī Mùduó 天 之 木 铎 ), tugas suci pengembaraan Nabi Kŏngzĭ ( 孔 子 ), Zhū Xī ( 朱 熹 ) sebagai tokoh pembaharuan agama Khonghucu (Rújiào 儒 教 ), keteladanan ibunda Nabi Kŏngzĭ ( 孔 子 ), ibunda Mèngzĭ ( 孟 子 ), ibunda Ōuyáng Xiū ( 欧 阳 修 ), dan ibunda Yuè Fēi ( 岳 飛 ). 2.2. Kitab Suci Memahami tiga kesukaan yang membawa faedah dan tiga kesukaan yang membawa celaka, bagian-bagian kitab suci yang pokok (Sìshū 四 书 ) dan yang mendasari (Wŭjīng 五 经 ), ayat dalam kitab Sìshū ( 四 书 ) yang berkaitan dengan delapan kebajikan ( bādé 八 德 ). 2.3. Keimanan Memahami makna persembahyangan kepada Tiān ( 天 ), Nabi Kŏngzĭ ( 孔 子 ), para suci ( shénmíng 神 明 ) dan leluhur, tanda-tanda khusus menjelang wafat Nabi Kŏngzĭ ( 孔 子 ), nilai-nilai delapan keimanan ( bāchéngzhēnguī 八 诚 箴 规 ), cita-cita mulia dan semangat belajar Nabi Kŏngzĭ ( 孔 子 ). 2.4. Tata Ibadah Memahami peralatan dan perlengkapan sembahyang dan penataannya di altar leluhur, tata cara menancapkan dupa dalam",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Agama Khonghucu dan,,,,CP-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut: 3.1. Sejarah Suci Memahami wahyu Tiān ( 天 ) yang diterima oleh para nabi dan raja suci, tokoh-tokoh Rújiào ( 儒 教 ) serta sumbangsih pemikirannya, sejarah perkembangan agama Khonghucu di Indonesia. 3.2. Kitab Suci Memahami ayat-ayat dalam kitab Sìshū ( 四 书 ) dan Wŭjīng ( 五 经 ) tentang Nabi Kŏngzĭ ( 孔 子 ) sebagai Tiān Zhī Mùduó ( 天 之 木 铎 ), persaudaraan dalam pergaulan, rasa cinta tanah air, empat pantangan sìwù ( 四 勿 ), dan yang berhubungan dengan konsep sāncái ( 三 才 ). 3.3. Keimanan Memahami bahwa sembahyang adalah pokok dari agama, definisi iman, hukum yīnyáng ( 阴 阳 ) sebagai dasar hukum alam semesta, konsep Tiga Dasar Kenyataan ( sāncái 三 才 ). 3.4. Tata Ibadah Memahami hari raya/sembahyang kepada Tiān",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Agama Khonghucu dan,,,,CP-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut: 4.1. Sejarah Suci Memahami rangkaian wahyu dalam agama Khonghucu dari nabi purba, raja suci sampai dengan Nabi Kŏngzĭ ( 孔 子 ), keteladanan murid-murid Nabi Kŏngzĭ ( 孔 子 ) dan orang-orang besar, serta perkembangan kehidupan beragama dan bernegara di Indonesia. 4.2. Kitab Suci Memahami teks kitab Sìshū ( 四 书 ) dan Wŭjīng ( 五 经 ) serta Xiàojīng ( 孝 经 ) sebagai sumber pengetahuan yang melandasi sejarah suci, keimanan, tata ibadah dan keteladanan perilaku Jūnzĭ ( 君 子 ). 4.3. Keimanan Memahami Tiān ( 天 ), kenabian Nabi Kŏngzĭ ( 孔 子 ), dan watak sejati ( xìng 性 ). 4.4. Tata Ibadah Memahami ritual keagamaan kepada Tiān ( 天 ), dì ( 地 ) dan rén ( 人 ) dalam agama Khonghucu. 4.5. Perilaku Jūnzĭ ( 君 子 )",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Agama Khonghucu dan,,,,CP-PENDIDIKAN-AGAMA-KHONGHUCU-DAN-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut: 5.1. Sejarah Suci Memahami karya dan nilai keteladanan para nabi, raja suci dan tokoh Khonghucu, kisah hidup murid Nabi Kŏngzĭ ( 孔 子 ). 5.2. Kitab Suci Memahami fase perkembangan kitab-kitab suci agama Khonghucu dan bagian-bagian Kitab Wŭjīng ( 五 经 ). 5.3. Keimanan Memahami kebesaran jalan suci Tiān (Tiāndào 天 道 ), kekuasaan hukum suci Tiān (Tiānlĭ 天 理 ), makna diturunkannya wahyu Tiān ( 天 ) dalam agama Khonghucu, konsep dasar dan prinsip yīnyáng ( 阴 阳 ). 5.4. Tata Ibadah Memahami hakikat dan makna ibadah persembahyangan kepada Tiān ( 天 ). 5.5. Perilaku Jūnzĭ ( 君 子 ) Memahami hakikat dan sifat dasar manusia, serta sikap moderasi beragama. 6. Fase F (Umumnya untuk Kelas XI dan XII SMA/SMK/Program Paket C)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut: 1.1. Pancasila Mengenal bendera negara, lagu kebangsaan, simbol dan sila-sila Pancasila dalam lambang negara Garuda Pancasila dan simbol Pancasila beserta sila-sila Pancasila; menerapkan nilai-nilai Pancasila di lingkungan keluarga. 1.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut: 2.1. Pancasila Mengidentifikasi makna sila-sila Pancasila, dan penerapannya dalam kehidupan sehari-hari; mengenal karakter para perumus Pancasila; menunjukkan sikap bangga menjadi anak Indonesia yang memiliki bahasa Indonesia sebagai bahasa persatuan di lingkungan sekitar. 2.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 Mengidentifikasi dan melaksanakan aturan di sekolah dan lingkungan tempat tinggal; mengidentifikasi dan menerapkan hak yang didapat dan kewajiban sebagai anggota keluarga dan sebagai warga sekolah. 2.3. Bhinneka Tunggal Ika Membedakan dan menghargai identitas, keluarga, dan teman-temannya sesuai budaya,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut: 3.1. Pancasila Memahami kronologi sejarah kelahiran Pancasila; meneladani sikap para perumus Pancasila dan menerapkan di lingkungan masyarakat; menghubungkan sila-sila dalam Pancasila sebagai suatu kesatuan yang utuh; menguraikan makna nilai-nilai Pancasila sebagai dasar negara, dan pandangan hidup bangsa. 3.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 Mengimplementasikan bentuk-bentuk norma, hak, dan kewajiban dalam kedudukannya sebagai warga negara; mengenal Pembukaan Undang-Undang Dasar Negara Republik Indonesia tahun 1945; mempraktikkan musyawarah untuk membuat kesepakatan dan aturan bersama, serta menerapkannya dalam lingkungan keluarga dan sekolah. 3.3. Bhinneka Tunggal Ika Menyajikan hasil identifikasi sikap menghormati, menjaga, dan melestarikan keberagaman budaya",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut: 4.1. Pancasila Memahami sejarah kelahiran Pancasila; memahami kedudukan Pancasila sebagai dasar negara, pandangan hidup bangsa, dan ideologi negara serta penerapannya dalam kehidupan sehari-hari; memahami makna keterkaitan Pancasila dengan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, Bhinneka Tunggal Ika, dan Negara Kesatuan Republik Indonesia. 4.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 Menerapkan norma dan aturan; memahami tata urutan peraturan perundang-undangan yang berlaku di Indonesia; menggunakan hak dan menerapkan kewajiban sebagai warga negara; memahami sejarah, fungsi, dan kedudukan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945; mempraktikkan kemerdekaan berpendapat sebagai warga negara dalam era keterbukaan informasi. 4.3. Bhinneka Tunggal Ika Mengidentifikasi keberagaman suku bangsa,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut: 5.1. Pancasila Menganalisis cara pandang para perumus Pancasila tentang dasar negara; menganalisis kedudukan Pancasila sebagai dasar negara, pandangan hidup bangsa, dan ideologi negara. 5.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 Menerapkan perilaku taat hukum berdasarkan peraturan yang berlaku untuk mewujudkan harmoni dengan sesama manusia dan lingkungan; menganalisis tata urutan peraturan perundang - undangan di Indonesia; menganalisis makna kedudukan Pancasila sebagai sumber dari segala sumber hukum negara.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-PENDIDIKAN-PANCASILA-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Pendidikan Pancasila,,,,CP-PENDIDIKAN-PANCASILA-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut: 6.1. Pancasila Mendeskripsikan rumusan dan keterkaitan sila-sila dalam Pancasila; menganalisis peluang dan tantangan penerapan nilai-nilai Pancasila dalam kehidupan global dalam konteks Pancasila sebagai ideologi negara dan membiasakan perilaku yang sesuai dengan nilai-nilai Pancasila sebagai identitas nasional dalam kehidupan sehari-hari. 6.2. Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 Menganalisis dinamika pemberlakuan Undang-Undang Dasar 1945; menunjukkan sikap demokratis berdasarkan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 dalam era keterbukaan informasi; menganalisis kasus pelanggaran hak dan pengingkaran kewajiban warga negara dan merumuskan solusi dari permasalahan tersebut sebagai upaya",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-A,ID,Kurikulum Nasional,2026,2026/2027,SD,A,1-2,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-A,"Pada akhir fase A, murid memiliki kemampuan sebagai berikut. 1.1. Menyimak Memahami informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan) berupa percakapan yang berkaitan dengan diri, keluarga, dan/atau lingkungan sekitar; dan memahami pesan teks sastra berbentuk teks aural. 1.2. Membaca dan Memirsa Membaca kata-kata sederhana dengan fasih dari bacaan dan/atau tayangan yang dipirsa tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar; dan memahami isi bacaan dan/atau tayangan yang dipirsa tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar. 1.3. Berbicara dan Mempresentasikan Merespons dengan bertanya tentang sesuatu, menjawab, dan menanggapi komentar orang lain (teman, pendidik, dan/atau orang dewasa) dengan baik dan santun dalam suatu percakapan tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar; mengungkapkan perasaan dan gagasan secara lisan dengan atau tanpa bantuan gambar; dan menceritakan kembali isi berbagai tipe teks yang dibaca, dipirsa, atau didengar tentang diri, keluarga, kesehatan, dan/atau lingkungan sekitar. 1.4. Menulis Menulis permulaan dengan benar di atas kertas",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-B,ID,Kurikulum Nasional,2026,2026/2027,SD,B,3-4,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-B,"Pada akhir fase B, murid memiliki kemampuan sebagai berikut. 2.1. Menyimak Memahami ide pokok suatu informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan memahami isi teks sastra berbentuk teks aural. 2.2. Membaca dan Memirsa Membaca kata-kata baru dengan fasih dari bacaan dan/atau tayangan yang dipirsa; dan memahami ide pokok, ide pendukung, pesan, dan informasi dalam teks sastra dan nonsastra berbentuk cetak dan/atau elektronik. 2.3. Berbicara dan Mempresentasikan Menyajikan pendapat dengan pilihan kata dan sikap tubuh/gestur yang sesuai, menggunakan volume dan intonasi yang tepat sesuai konteks; menanggapi diskusi sesuai tata cara; dan menceritakan kembali isi dan/atau informasi dari berbagai tipe teks yang dibaca, dipirsa, atau didengar. 2.4. Menulis Menulis berbagai tipe teks sederhana dengan rangkaian kalimat yang beragam; dan menggunakan kaidah kebahasaan dan kosakata baru yang memiliki makna denotatif untuk menulis teks sesuai dengan konteks. 3. Fase C (Umumnya untuk Kelas V dan VI SD/MI/Program",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-C,ID,Kurikulum Nasional,2026,2026/2027,SD,C,5-6,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-C,"Pada akhir fase C, murid memiliki kemampuan sebagai berikut. 3.1. Menyimak Menganalisis informasi dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan; dan menganalisis isi teks sastra berbentuk teks aural. 3.2. Membaca dan Memirsa Membaca kata-kata dengan berbagai pola kombinasi huruf dengan fasih dari bacaan dan/atau tayangan yang dipirsa; dan menganalisis informasi serta nilai-nilai dalam teks sastra dan nonsastra berwujud teks visual dan/atau audiovisual. 3.3. Berbicara dan Mempresentasikan Mempresentasikan gagasan dari berbagai tipe teks dengan efektif dan santun; dan menyampaikan perasaan berdasarkan fakta, imajinasi (dari diri sendiri dan orang lain) secara indah dan menarik dalam bentuk teks sastra dengan penggunaan kosakata secara kreatif. 3.4. Menulis Menulis berbagai tipe teks sederhana berdasarkan gagasan, hasil pengamatan, pengalaman, dan/atau imajinasi dengan rangkaian kalimat kompleks secara kreatif, menarik, dan/atau indah; dan menggunakan kaidah kebahasaan dan kosakata baru yang memiliki makna denotatif dan konotatif. 4. Fase D (Umumnya untuk Kelas VII, VIII dan IX SMP/MTs/Program Paket B)",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-D,ID,Kurikulum Nasional,2026,2026/2027,SMP,D,7-9,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-D,"Pada akhir fase D, murid memiliki kemampuan sebagai berikut. 4.1. Menyimak Menganalisis gagasan, pandangan, arahan,",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-E,ID,Kurikulum Nasional,2026,2026/2027,SMA,E,10,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-E,"Pada akhir fase E, murid memiliki kemampuan sebagai berikut. 5.1. Menyimak Mengevaluasi gagasan, pandangan, arahan, dan/atau pesan dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan mengevaluasi unsur intrinsik dan ekstrinsik teks sastra berbentuk teks aural. 5.2. Membaca dan Memirsa Mengevaluasi informasi berupa gagasan, pandangan, arahan, dan/atau pesan dari berbagai tipe teks berwujud visual dan/atau audiovisual untuk menemukan makna yang tersurat dan tersirat; menginterpretasi informasi untuk mengungkapkan gagasan dan perasaan (simpati, peduli, dan empati) dari berbagai tipe teks berwujud teks visual dan/atau audiovisual secara kreatif; mengevaluasi kualitas dan/atau kredibilitas dari berbagai tipe teks berwujud teks visual dan/atau audiovisual menggunakan sumber informasi lain; dan membandingkan isi teks. 5.3. Berbicara dan Mempresentasikan Mempresentasikan gagasan, pandangan, arahan, dan/atau pesan berbagai tipe teks berbentuk monolog, dialog, dan/atau gelar wicara secara sistematis, kritis, dan/atau kreatif; dan mengungkapkan kepedulian dari berbagai tipe teks dan/atau teks multimodal secara kreatif. 5.4. Menulis Menulis gagasan, pandangan, arahan, pesan, dan/atau imajinasi dalam berbagai tipe teks secara logis, kritis, dan kreatif; dan memublikasikan hasil karya di media cetak, elektronik, dan/atau digital.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-BAHASA-INDONESIA-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Bahasa Indonesia,,,,CP-BAHASA-INDONESIA-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 6.1. Menyimak Mengevaluasi gagasan, perasaan, pandangan, arahan, dan/atau pesan dari teks nonsastra berbentuk teks aural (teks yang dibacakan dan/atau didengarkan); dan mengapresiasi teks sastra berbentuk teks aural. 6.2. Membaca dan Memirsa Mengevaluasi informasi berupa gagasan, perasaan, pandangan, arahan, dan/atau pesan dari berbagai tipe teks berwujud teks visual dan/atau audiovisual untuk menemukan makna yang tersurat dan tersirat berdasarkan kaidah logika berpikir; merefleksi gagasan dan pandangan berdasarkan kaidah logika berpikir dari berbagai tipe teks berwujud teks visual dan/atau audiovisual; dan mengapresiasi berbagai tipe teks berwujud teks visual dan/atau audiovisual. 6.3. Berbicara dan Mempresentasikan Mempresentasikan gagasan, perasaan, pandangan, arahan, pesan, dan/atau kreativitas berbahasa dalam berbagai tipe teks berbentuk monolog, dialog, dan/atau gelar wicara dan/atau berbagai tipe teks secara logis, sistematis, kritis, dan kreatif sesuai dengan norma kesopanan dan budaya Indonesia; menyajikan karya sastra secara kreatif dan menarik; dan mempertahankan hasil penelitian dengan argumentasi. 6.4. Menulis Menulis gagasan, pandangan, imajinasi, dan/atau pengetahuan metakognisi dalam berbagai tipe teks secara logis, kritis, dan kreatif;",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
CPM-MATEMATIKA-F,ID,Kurikulum Nasional,2026,2026/2027,SMA,F,11-12,Matematika,,,,CP-MATEMATIKA-F,"Pada akhir fase F, murid memiliki kemampuan sebagai berikut. 1. Menyimak Mengevaluasi teks nonsastra berbentuk teks aural yang digunakan dalam konteks sosial, akademis, dan dunia kerja; dan mengapresiasi teks sastra Indonesia dan teks sastra dunia berbentuk teks aural dan teks audio. 2. Membaca dan Memirsa Mengevaluasi berbagai teks yang digunakan dalam konteks sosial, akademis, dan/atau dunia kerja berbentuk cetak dan digital; dan mengapresiasi teks sastra Indonesia dan teks sastra dunia yang dibaca dan dipirsa. 3. Berbicara dan Mempresentasikan Mempresentasikan berbagai teks dalam konteks sosial, akademis, dan/atau dunia kerja dalam berbagai media; dan mempresentasikan teks sastra Indonesia dan teks sastra dunia dalam bentuk digital atau pertunjukan. 4. Menulis Menulis berbagai tipe teks dalam konteks sosial, akademis, dan dunia kerja; memodifikasi teks sastra Indonesia dan teks sastra dunia ke dalam bentuk multimedia lisan/cetak atau digital; dan mempublikasikan hasil karya baik di media cetak maupun digital. IV.1.",,,,,,,,,CP-000,"Capaian Pembelajaran (master), id 119",,,https://kurikulum.kemendikdasmen.go.id/service/download.php?kategori=rujukan&id=119,,,extracted_machine,OFFICIAL_PUBLIC_ACCESS,medium,machine-extracted phase-level CP; element tables pending
